Date,School,Class,Student Name,Status
2024-03-08,Raffles Institution,P2-2,Samuel Goh,Present
2024-03-08,Raffles Institution,P2-2,Ong Kai Wen,Absent
2024-03-08,Raffles Institution,P2-2,Mohammed Irfan,Absent
2024-03-08,Raffles Institution,P2-2,Evelyn Ong,Present
2024-03-08,Raffles Institution,P2-2,Rachel Tan,Present
2024-03-08,Raffles Institution,P2-2,Goh Wei Jie,Absent
2024-03-08,Raffles Institution,P2-2,Cheryl Lim,Present
2024-03-08,Nan Chiau Primary,P6-4,Aidan Tan,Present
2024-03-08,Nan Chiau Primary,P6-4,Goh Wei Jie,Present
2024-03-08,Nan Chiau Primary,P6-4,Evelyn Ong,Present
2024-03-08,Nan Chiau Primary,P6-4,Hannah Ng,Present
2024-03-08,Nan Chiau Primary,P6-4,Javier Low,Present
2024-03-08,Nan Chiau Primary,P6-4,Dinesh Kumar,Present
2024-03-08,Nan Chiau Primary,P6-4,Benjamin Lee,Absent
2024-03-08,Nan Chiau Primary,P6-4,Quek Jun Hao,Present
2024-03-08,Nan Chiau Primary,P3-4,Aidan Tan,Absent
2024-03-08,Nan Chiau Primary,P3-4,Mohammed Irfan,Present
2024-03-08,Nan Chiau Primary,P3-4,Priscilla Koh,Present
2024-03-08,Nan Chiau Primary,P3-4,Lakshmi Devi,Present
2024-03-08,Nan Chiau Primary,P3-4,Cheryl Lim,Absent
2024-03-08,Nan Chiau Primary,P3-4,Goh Wei Jie,Present
2024-03-08,Nan Chiau Primary,P3-4,Kiran Raj,Present
2024-03-08,Nan Chiau Primary,P3-4,Nur Aisyah,Present
2024-03-08,Ai Tong School,P4-4,Evelyn Ong,Present
2024-03-08,Ai Tong School,P4-4,Hannah Ng,Present
2024-03-08,Ai Tong School,P4-4,Quek Jun Hao,Present
2024-03-08,Ai Tong School,P4-4,Samuel Goh,Present
2024-03-08,Ai Tong School,P4-4,Rachel Tan,Present
2024-03-08,Ai Tong School,P4-4,Aidan Tan,Present
2024-03-08,Ai Tong School,P4-4,Farah Binte Ali,Present
2024-03-08,Ai Tong School,P4-4,Tan Wei Ling,Present
2024-03-08,Ai Tong School,P5-4,Ong Kai Wen,Absent
2024-03-08,Ai Tong School,P5-4,Evelyn Ong,Present
2024-03-08,Ai Tong School,P5-4,Lakshmi Devi,Present
2024-03-08,Ai Tong School,P5-4,Mohammed Irfan,Present
2024-03-08,Ai Tong School,P5-4,Javier Low,Present
2024-03-08,Ai Tong School,P5-4,Cheryl Lim,Present
2024-03-08,Ai Tong School,P5-4,Priscilla Koh,Present
2024-03-08,Ai Tong School,P5-4,Rachel Tan,Present
2024-03-09,Ai Tong School,P1-1,Rachel Tan,Present
2024-03-09,Ai Tong School,P1-1,Hannah Ng,Present
2024-03-09,Ai Tong School,P1-1,Quek Jun Hao,Present
2024-03-09,Ai Tong School,P1-1,Ong Kai Wen,Absent
2024-03-09,Ai Tong School,P1-1,Nur Aisyah,Present
2024-03-09,Ai Tong School,P1-1,Evelyn Ong,Present
2024-03-09,Ai Tong School,P1-1,Samuel Goh,Present
2024-03-09,Ai Tong School,P1-1,Farah Binte Ali,Present
2024-03-09,Ai Tong School,P6-2,Benjamin Lee,Present
2024-03-09,Ai Tong School,P6-2,Isabelle Chua,Present
2024-03-09,Ai Tong School,P6-2,Farah Binte Ali,Present
2024-03-09,Ai Tong School,P6-2,Javier Low,Present
2024-03-09,Ai Tong School,P6-2,Aidan Tan,Absent
2024-03-09,Ai Tong School,P6-2,Dinesh Kumar,Present
2024-03-09,Ai Tong School,P6-2,Lakshmi Devi,Present
2024-03-09,Ai Tong School,P6-2,Hannah Ng,Present
2024-03-09,Tampines Primary,P6-1,Lakshmi Devi,Present
2024-03-09,Tampines Primary,P6-1,Quek Jun Hao,Present
2024-03-09,Tampines Primary,P6-1,Hannah Ng,Present
2024-03-09,Tampines Primary,P6-1,Tan Wei Ling,Present
2024-03-09,Tampines Primary,P6-1,Priscilla Koh,Present
2024-03-09,Tampines Primary,P6-1,Farah Binte Ali,Present
2024-03-09,Tampines Primary,P6-1,Benjamin Lee,Present
2024-03-09,Tampines Primary,P6-1,Goh Wei Jie,Absent
2024-03-09,Tampines Primary,P5-2,Mohammed Irfan,Present
2024-03-09,Tampines Primary,P5-2,Javier Low,Absent
2024-03-09,Tampines Primary,P5-2,Tan Wei Ling,Present
2024-03-09,Tampines Primary,P5-2,Hannah Ng,Present
2024-03-09,Tampines Primary,P5-2,Goh Wei Jie,Present
2024-03-09,Tampines Primary,P5-2,Rachel Tan,Present
2024-03-09,Tampines Primary,P5-2,Cheryl Lim,Present
2024-03-09,Tampines Primary,P5-2,Benjamin Lee,Present
2024-03-09,Raffles Institution,P2-3,Dinesh Kumar,Present
2024-03-09,Raffles Institution,P2-3,Rachel Tan,Present
2024-03-09,Raffles Institution,P2-3,Lakshmi Devi,Present
2024-03-09,Raffles Institution,P2-3,Samuel Goh,Present
2024-03-09,Raffles Institution,P2-3,Benjamin Lee,Present
2024-03-09,Raffles Institution,P2-3,Kiran Raj,Present
2024-03-09,Raffles Institution,P2-3,Mohammed Irfan,Present
2024-03-09,Raffles Institution,P2-3,Tan Wei Ling,Present
2024-03-09,Raffles Institution,P2-2,Tan Wei Ling,Present
2024-03-09,Raffles Institution,P2-2,Farah Binte Ali,Present
2024-03-09,Raffles Institution,P2-2,Evelyn Ong,Present
2024-03-09,Raffles Institution,P2-2,Rachel Tan,Present
2024-03-09,Raffles Institution,P2-2,Quek Jun Hao,Present
2024-03-09,Raffles Institution,P2-2,Ong Kai Wen,Present
2024-03-09,Raffles Institution,P2-2,Benjamin Lee,Present
2024-03-09,Raffles Institution,P2-2,Hannah Ng,Present
2024-03-10,Ai Tong School,P6-4,Hannah Ng,Absent
2024-03-10,Ai Tong School,P6-4,Aidan Tan,Present
2024-03-10,Ai Tong School,P6-4,Dinesh Kumar,Present
2024-03-10,Ai Tong School,P6-4,Farah Binte Ali,Present
2024-03-10,Ai Tong School,P6-4,Javier Low,Present
2024-03-10,Ai Tong School,P6-4,Nur Aisyah,Present
2024-03-10,Ai Tong School,P6-4,Isabelle Chua,Present
2024-03-10,Ai Tong School,P6-4,Samuel Goh,Present
2024-03-10,Ai Tong School,P5-4,Javier Low,Present
2024-03-10,Ai Tong School,P5-4,Aidan Tan,Present
2024-03-10,Ai Tong School,P5-4,Lakshmi Devi,Present
2024-03-10,Ai Tong School,P5-4,Hannah Ng,Present
2024-03-10,Ai Tong School,P5-4,Mohammed Irfan,Present
2024-03-10,Ai Tong School,P5-4,Tan Wei Ling,Absent
2024-03-10,Ai Tong School,P5-4,Quek Jun Hao,Present
2024-03-10,Ai Tong School,P5-4,Kiran Raj,Present
2024-03-10,Henry Park Primary,P5-1,Quek Jun Hao,Present
2024-03-10,Henry Park Primary,P5-1,Rachel Tan,Present
2024-03-10,Henry Park Primary,P5-1,Aidan Tan,Present
2024-03-10,Henry Park Primary,P5-1,Farah Binte Ali,Present
2024-03-10,Henry Park Primary,P5-1,Javier Low,Present
2024-03-10,Henry Park Primary,P5-1,Hannah Ng,Present
2024-03-10,Henry Park Primary,P5-1,Isabelle Chua,Present
2024-03-10,Henry Park Primary,P5-1,Goh Wei Jie,Present
2024-03-10,Henry Park Primary,P1-4,Benjamin Lee,Present
2024-03-10,Henry Park Primary,P1-4,Hannah Ng,Present
2024-03-10,Henry Park Primary,P1-4,Evelyn Ong,Present
2024-03-10,Henry Park Primary,P1-4,Kiran Raj,Present
2024-03-10,Henry Park Primary,P1-4,Javier Low,Absent
2024-03-10,Henry Park Primary,P1-4,Goh Wei Jie,Absent
2024-03-10,Henry Park Primary,P1-4,Dinesh Kumar,Present
2024-03-10,Henry Park Primary,P1-4,Priscilla Koh,Present
2024-03-10,Tampines Primary,P5-3,Priscilla Koh,Present
2024-03-10,Tampines Primary,P5-3,Lakshmi Devi,Present
2024-03-10,Tampines Primary,P5-3,Aidan Tan,Present
2024-03-10,Tampines Primary,P5-3,Benjamin Lee,Present
2024-03-10,Tampines Primary,P5-3,Evelyn Ong,Present
2024-03-10,Tampines Primary,P5-3,Ong Kai Wen,Present
2024-03-10,Tampines Primary,P5-3,Tan Wei Ling,Present
2024-03-10,Tampines Primary,P5-3,Goh Wei Jie,Present
2024-03-10,Tampines Primary,P5-1,Isabelle Chua,Present
2024-03-10,Tampines Primary,P5-1,Ong Kai Wen,Present
2024-03-10,Tampines Primary,P5-1,Javier Low,Present
2024-03-10,Tampines Primary,P5-1,Mohammed Irfan,Present
2024-03-10,Tampines Primary,P5-1,Lakshmi Devi,Present
2024-03-10,Tampines Primary,P5-1,Dinesh Kumar,Present
2024-03-10,Tampines Primary,P5-1,Hannah Ng,Present
2024-03-10,Tampines Primary,P5-1,Quek Jun Hao,Present
2024-03-11,Nan Chiau Primary,P4-4,Ong Kai Wen,Present
2024-03-11,Nan Chiau Primary,P4-4,Nur Aisyah,Present
2024-03-11,Nan Chiau Primary,P4-4,Aidan Tan,Present
2024-03-11,Nan Chiau Primary,P4-4,Priscilla Koh,Present
2024-03-11,Nan Chiau Primary,P4-4,Dinesh Kumar,Present
2024-03-11,Nan Chiau Primary,P4-4,Benjamin Lee,Present
2024-03-11,Nan Chiau Primary,P4-4,Kiran Raj,Present
2024-03-11,Nan Chiau Primary,P4-4,Farah Binte Ali,Present
2024-03-11,Nan Chiau Primary,P2-2,Kiran Raj,Present
2024-03-11,Nan Chiau Primary,P2-2,Benjamin Lee,Present
2024-03-11,Nan Chiau Primary,P2-2,Isabelle Chua,Present
2024-03-11,Nan Chiau Primary,P2-2,Cheryl Lim,Present
2024-03-11,Nan Chiau Primary,P2-2,Aidan Tan,Present
2024-03-11,Nan Chiau Primary,P2-2,Priscilla Koh,Present
2024-03-11,Nan Chiau Primary,P2-2,Mohammed Irfan,Present
2024-03-11,Nan Chiau Primary,P2-2,Ong Kai Wen,Present
2024-03-11,Henry Park Primary,P2-1,Javier Low,Present
2024-03-11,Henry Park Primary,P2-1,Dinesh Kumar,Present
2024-03-11,Henry Park Primary,P2-1,Hannah Ng,Present
2024-03-11,Henry Park Primary,P2-1,Kiran Raj,Present
2024-03-11,Henry Park Primary,P2-1,Mohammed Irfan,Absent
2024-03-11,Henry Park Primary,P2-1,Nur Aisyah,Present
2024-03-11,Henry Park Primary,P2-1,Goh Wei Jie,Present
2024-03-11,Henry Park Primary,P2-1,Isabelle Chua,Present
2024-03-11,Henry Park Primary,P6-1,Benjamin Lee,Present
2024-03-11,Henry Park Primary,P6-1,Cheryl Lim,Present
2024-03-11,Henry Park Primary,P6-1,Kiran Raj,Present
2024-03-11,Henry Park Primary,P6-1,Lakshmi Devi,Present
2024-03-11,Henry Park Primary,P6-1,Dinesh Kumar,Present
2024-03-11,Henry Park Primary,P6-1,Nur Aisyah,Present
2024-03-11,Henry Park Primary,P6-1,Tan Wei Ling,Present
2024-03-11,Henry Park Primary,P6-1,Evelyn Ong,Present
2024-03-11,Raffles Institution,P5-4,Priscilla Koh,Present
2024-03-11,Raffles Institution,P5-4,Mohammed Irfan,Present
2024-03-11,Raffles Institution,P5-4,Nur Aisyah,Present
2024-03-11,Raffles Institution,P5-4,Tan Wei Ling,Present
2024-03-11,Raffles Institution,P5-4,Hannah Ng,Present
2024-03-11,Raffles Institution,P5-4,Benjamin Lee,Present
2024-03-11,Raffles Institution,P5-4,Goh Wei Jie,Present
2024-03-11,Raffles Institution,P5-4,Isabelle Chua,Present
2024-03-11,Raffles Institution,P5-2,Rachel Tan,Present
2024-03-11,Raffles Institution,P5-2,Kiran Raj,Present
2024-03-11,Raffles Institution,P5-2,Benjamin Lee,Present
2024-03-11,Raffles Institution,P5-2,Dinesh Kumar,Present
2024-03-11,Raffles Institution,P5-2,Ong Kai Wen,Present
2024-03-11,Raffles Institution,P5-2,Cheryl Lim,Present
2024-03-11,Raffles Institution,P5-2,Javier Low,Present
2024-03-11,Raffles Institution,P5-2,Evelyn Ong,Present
2024-03-12,Henry Park Primary,P2-4,Priscilla Koh,Present
2024-03-12,Henry Park Primary,P2-4,Ong Kai Wen,Present
2024-03-12,Henry Park Primary,P2-4,Goh Wei Jie,Present
2024-03-12,Henry Park Primary,P2-4,Lakshmi Devi,Present
2024-03-12,Henry Park Primary,P2-4,Dinesh Kumar,Present
2024-03-12,Henry Park Primary,P2-4,Isabelle Chua,Present
2024-03-12,Henry Park Primary,P2-4,Cheryl Lim,Present
2024-03-12,Henry Park Primary,P2-4,Evelyn Ong,Present
2024-03-12,Henry Park Primary,P4-1,Hannah Ng,Present
2024-03-12,Henry Park Primary,P4-1,Priscilla Koh,Present
2024-03-12,Henry Park Primary,P4-1,Rachel Tan,Present
2024-03-12,Henry Park Primary,P4-1,Farah Binte Ali,Present
2024-03-12,Henry Park Primary,P4-1,Isabelle Chua,Present
2024-03-12,Henry Park Primary,P4-1,Mohammed Irfan,Present
2024-03-12,Henry Park Primary,P4-1,Cheryl Lim,Present
2024-03-12,Henry Park Primary,P4-1,Quek Jun Hao,Absent
2024-03-12,Nan Chiau Primary,P6-3,Mohammed Irfan,Present
2024-03-12,Nan Chiau Primary,P6-3,Kiran Raj,Present
2024-03-12,Nan Chiau Primary,P6-3,Evelyn Ong,Present
2024-03-12,Nan Chiau Primary,P6-3,Benjamin Lee,Present
2024-03-12,Nan Chiau Primary,P6-3,Quek Jun Hao,Present
2024-03-12,Nan Chiau Primary,P6-3,Cheryl Lim,Present
2024-03-12,Nan Chiau Primary,P6-3,Javier Low,Present
2024-03-12,Nan Chiau Primary,P6-3,Isabelle Chua,Present
2024-03-12,Nan Chiau Primary,P5-2,Farah Binte Ali,Present
2024-03-12,Nan Chiau Primary,P5-2,Benjamin Lee,Present
2024-03-12,Nan Chiau Primary,P5-2,Cheryl Lim,Present
2024-03-12,Nan Chiau Primary,P5-2,Priscilla Koh,Present
2024-03-12,Nan Chiau Primary,P5-2,Evelyn Ong,Present
2024-03-12,Nan Chiau Primary,P5-2,Lakshmi Devi,Present
2024-03-12,Nan Chiau Primary,P5-2,Tan Wei Ling,Absent
2024-03-12,Nan Chiau Primary,P5-2,Samuel Goh,Present
2024-03-12,Raffles Institution,P1-1,Evelyn Ong,Present
2024-03-12,Raffles Institution,P1-1,Farah Binte Ali,Present
2024-03-12,Raffles Institution,P1-1,Hannah Ng,Present
2024-03-12,Raffles Institution,P1-1,Ong Kai Wen,Present
2024-03-12,Raffles Institution,P1-1,Benjamin Lee,Present
2024-03-12,Raffles Institution,P1-1,Javier Low,Present
2024-03-12,Raffles Institution,P1-1,Lakshmi Devi,Present
2024-03-12,Raffles Institution,P1-1,Nur Aisyah,Present
2024-03-12,Raffles Institution,P2-1,Ong Kai Wen,Present
2024-03-12,Raffles Institution,P2-1,Rachel Tan,Absent
2024-03-12,Raffles Institution,P2-1,Lakshmi Devi,Present
2024-03-12,Raffles Institution,P2-1,Samuel Goh,Present
2024-03-12,Raffles Institution,P2-1,Aidan Tan,Present
2024-03-12,Raffles Institution,P2-1,Nur Aisyah,Present
2024-03-12,Raffles Institution,P2-1,Farah Binte Ali,Present
2024-03-12,Raffles Institution,P2-1,Dinesh Kumar,Present
2024-03-13,Henry Park Primary,P2-2,Tan Wei Ling,Present
2024-03-13,Henry Park Primary,P2-2,Quek Jun Hao,Present
2024-03-13,Henry Park Primary,P2-2,Evelyn Ong,Present
2024-03-13,Henry Park Primary,P2-2,Ong Kai Wen,Present
2024-03-13,Henry Park Primary,P2-2,Goh Wei Jie,Present
2024-03-13,Henry Park Primary,P2-2,Farah Binte Ali,Absent
2024-03-13,Henry Park Primary,P2-2,Isabelle Chua,Present
2024-03-13,Henry Park Primary,P2-2,Nur Aisyah,Present
2024-03-13,Henry Park Primary,P1-2,Kiran Raj,Present
2024-03-13,Henry Park Primary,P1-2,Dinesh Kumar,Present
2024-03-13,Henry Park Primary,P1-2,Samuel Goh,Present
2024-03-13,Henry Park Primary,P1-2,Evelyn Ong,Present
2024-03-13,Henry Park Primary,P1-2,Isabelle Chua,Present
2024-03-13,Henry Park Primary,P1-2,Cheryl Lim,Present
2024-03-13,Henry Park Primary,P1-2,Goh Wei Jie,Present
2024-03-13,Henry Park Primary,P1-2,Rachel Tan,Present
2024-03-13,Nan Chiau Primary,P5-1,Goh Wei Jie,Present
2024-03-13,Nan Chiau Primary,P5-1,Farah Binte Ali,Present
2024-03-13,Nan Chiau Primary,P5-1,Ong Kai Wen,Present
2024-03-13,Nan Chiau Primary,P5-1,Mohammed Irfan,Present
2024-03-13,Nan Chiau Primary,P5-1,Benjamin Lee,Present
2024-03-13,Nan Chiau Primary,P5-1,Quek Jun Hao,Present
2024-03-13,Nan Chiau Primary,P5-1,Javier Low,Present
2024-03-13,Nan Chiau Primary,P5-1,Evelyn Ong,Present
2024-03-13,Nan Chiau Primary,P3-3,Ong Kai Wen,Present
2024-03-13,Nan Chiau Primary,P3-3,Goh Wei Jie,Present
2024-03-13,Nan Chiau Primary,P3-3,Hannah Ng,Absent
2024-03-13,Nan Chiau Primary,P3-3,Aidan Tan,Present
2024-03-13,Nan Chiau Primary,P3-3,Tan Wei Ling,Present
2024-03-13,Nan Chiau Primary,P3-3,Samuel Goh,Present
2024-03-13,Nan Chiau Primary,P3-3,Benjamin Lee,Present
2024-03-13,Nan Chiau Primary,P3-3,Priscilla Koh,Present
2024-03-13,CHIJ St Nicholas,P3-2,Priscilla Koh,Absent
2024-03-13,CHIJ St Nicholas,P3-2,Mohammed Irfan,Present
2024-03-13,CHIJ St Nicholas,P3-2,Nur Aisyah,Present
2024-03-13,CHIJ St Nicholas,P3-2,Dinesh Kumar,Present
2024-03-13,CHIJ St Nicholas,P3-2,Cheryl Lim,Absent
2024-03-13,CHIJ St Nicholas,P3-2,Javier Low,Present
2024-03-13,CHIJ St Nicholas,P3-2,Kiran Raj,Present
2024-03-13,CHIJ St Nicholas,P3-2,Evelyn Ong,Absent
2024-03-13,CHIJ St Nicholas,P3-4,Hannah Ng,Present
2024-03-13,CHIJ St Nicholas,P3-4,Evelyn Ong,Present
2024-03-13,CHIJ St Nicholas,P3-4,Cheryl Lim,Present
2024-03-13,CHIJ St Nicholas,P3-4,Aidan Tan,Present
2024-03-13,CHIJ St Nicholas,P3-4,Javier Low,Present
2024-03-13,CHIJ St Nicholas,P3-4,Ong Kai Wen,Present
2024-03-13,CHIJ St Nicholas,P3-4,Tan Wei Ling,Present
2024-03-13,CHIJ St Nicholas,P3-4,Dinesh Kumar,Present
2024-03-14,CHIJ St Nicholas,P1-4,Nur Aisyah,Present
2024-03-14,CHIJ St Nicholas,P1-4,Evelyn Ong,Present
2024-03-14,CHIJ St Nicholas,P1-4,Isabelle Chua,Present
2024-03-14,CHIJ St Nicholas,P1-4,Javier Low,Present
2024-03-14,CHIJ St Nicholas,P1-4,Tan Wei Ling,Absent
2024-03-14,CHIJ St Nicholas,P1-4,Quek Jun Hao,Present
2024-03-14,CHIJ St Nicholas,P1-4,Kiran Raj,Present
2024-03-14,CHIJ St Nicholas,P1-4,Samuel Goh,Present
2024-03-14,CHIJ St Nicholas,P5-4,Priscilla Koh,Present
2024-03-14,CHIJ St Nicholas,P5-4,Samuel Goh,Absent
2024-03-14,CHIJ St Nicholas,P5-4,Dinesh Kumar,Present
2024-03-14,CHIJ St Nicholas,P5-4,Kiran Raj,Present
2024-03-14,CHIJ St Nicholas,P5-4,Evelyn Ong,Present
2024-03-14,CHIJ St Nicholas,P5-4,Tan Wei Ling,Present
2024-03-14,CHIJ St Nicholas,P5-4,Isabelle Chua,Present
2024-03-14,CHIJ St Nicholas,P5-4,Aidan Tan,Present
2024-03-14,Raffles Institution,P6-1,Nur Aisyah,Present
2024-03-14,Raffles Institution,P6-1,Kiran Raj,Present
2024-03-14,Raffles Institution,P6-1,Ong Kai Wen,Present
2024-03-14,Raffles Institution,P6-1,Rachel Tan,Absent
2024-03-14,Raffles Institution,P6-1,Samuel Goh,Present
2024-03-14,Raffles Institution,P6-1,Mohammed Irfan,Present
2024-03-14,Raffles Institution,P6-1,Hannah Ng,Present
2024-03-14,Raffles Institution,P6-1,Isabelle Chua,Present
2024-03-14,Raffles Institution,P3-2,Lakshmi Devi,Present
2024-03-14,Raffles Institution,P3-2,Benjamin Lee,Absent
2024-03-14,Raffles Institution,P3-2,Mohammed Irfan,Present
2024-03-14,Raffles Institution,P3-2,Priscilla Koh,Present
2024-03-14,Raffles Institution,P3-2,Tan Wei Ling,Present
2024-03-14,Raffles Institution,P3-2,Quek Jun Hao,Present
2024-03-14,Raffles Institution,P3-2,Evelyn Ong,Present
2024-03-14,Raffles Institution,P3-2,Kiran Raj,Present
2024-03-14,Nan Chiau Primary,P6-1,Samuel Goh,Present
2024-03-14,Nan Chiau Primary,P6-1,Lakshmi Devi,Present
2024-03-14,Nan Chiau Primary,P6-1,Tan Wei Ling,Present
2024-03-14,Nan Chiau Primary,P6-1,Farah Binte Ali,Present
2024-03-14,Nan Chiau Primary,P6-1,Kiran Raj,Present
2024-03-14,Nan Chiau Primary,P6-1,Nur Aisyah,Present
2024-03-14,Nan Chiau Primary,P6-1,Priscilla Koh,Present
2024-03-14,Nan Chiau Primary,P6-1,Javier Low,Present
2024-03-14,Nan Chiau Primary,P4-3,Javier Low,Present
2024-03-14,Nan Chiau Primary,P4-3,Quek Jun Hao,Present
2024-03-14,Nan Chiau Primary,P4-3,Mohammed Irfan,Present
2024-03-14,Nan Chiau Primary,P4-3,Goh Wei Jie,Present
2024-03-14,Nan Chiau Primary,P4-3,Dinesh Kumar,Present
2024-03-14,Nan Chiau Primary,P4-3,Ong Kai Wen,Present
2024-03-14,Nan Chiau Primary,P4-3,Farah Binte Ali,Present
2024-03-14,Nan Chiau Primary,P4-3,Hannah Ng,Present
2024-03-15,Raffles Institution,P2-1,Dinesh Kumar,Present
2024-03-15,Raffles Institution,P2-1,Benjamin Lee,Present
2024-03-15,Raffles Institution,P2-1,Nur Aisyah,Present
2024-03-15,Raffles Institution,P2-1,Samuel Goh,Present
2024-03-15,Raffles Institution,P2-1,Rachel Tan,Present
2024-03-15,Raffles Institution,P2-1,Kiran Raj,Present
2024-03-15,Raffles Institution,P2-1,Goh Wei Jie,Absent
2024-03-15,Raffles Institution,P2-1,Hannah Ng,Present
2024-03-15,Raffles Institution,P6-2,Dinesh Kumar,Present
2024-03-15,Raffles Institution,P6-2,Ong Kai Wen,Present
2024-03-15,Raffles Institution,P6-2,Isabelle Chua,Present
2024-03-15,Raffles Institution,P6-2,Hannah Ng,Present
2024-03-15,Raffles Institution,P6-2,Aidan Tan,Present
2024-03-15,Raffles Institution,P6-2,Quek Jun Hao,Present
2024-03-15,Raffles Institution,P6-2,Tan Wei Ling,Present
2024-03-15,Raffles Institution,P6-2,Cheryl Lim,Present
2024-03-15,CHIJ St Nicholas,P6-4,Mohammed Irfan,Present
2024-03-15,CHIJ St Nicholas,P6-4,Tan Wei Ling,Present
2024-03-15,CHIJ St Nicholas,P6-4,Samuel Goh,Present
2024-03-15,CHIJ St Nicholas,P6-4,Dinesh Kumar,Present
2024-03-15,CHIJ St Nicholas,P6-4,Priscilla Koh,Present
2024-03-15,CHIJ St Nicholas,P6-4,Hannah Ng,Present
2024-03-15,CHIJ St Nicholas,P6-4,Aidan Tan,Present
2024-03-15,CHIJ St Nicholas,P6-4,Benjamin Lee,Present
2024-03-15,CHIJ St Nicholas,P4-2,Kiran Raj,Present
2024-03-15,CHIJ St Nicholas,P4-2,Lakshmi Devi,Present
2024-03-15,CHIJ St Nicholas,P4-2,Goh Wei Jie,Present
2024-03-15,CHIJ St Nicholas,P4-2,Ong Kai Wen,Present
2024-03-15,CHIJ St Nicholas,P4-2,Nur Aisyah,Present
2024-03-15,CHIJ St Nicholas,P4-2,Cheryl Lim,Present
2024-03-15,CHIJ St Nicholas,P4-2,Quek Jun Hao,Present
2024-03-15,CHIJ St Nicholas,P4-2,Farah Binte Ali,Absent
2024-03-15,Henry Park Primary,P5-3,Kiran Raj,Present
2024-03-15,Henry Park Primary,P5-3,Evelyn Ong,Present
2024-03-15,Henry Park Primary,P5-3,Rachel Tan,Present
2024-03-15,Henry Park Primary,P5-3,Goh Wei Jie,Present
2024-03-15,Henry Park Primary,P5-3,Dinesh Kumar,Present
2024-03-15,Henry Park Primary,P5-3,Aidan Tan,Present
2024-03-15,Henry Park Primary,P5-3,Priscilla Koh,Present
2024-03-15,Henry Park Primary,P5-3,Cheryl Lim,Absent
2024-03-15,Henry Park Primary,P5-4,Quek Jun Hao,Present
2024-03-15,Henry Park Primary,P5-4,Mohammed Irfan,Present
2024-03-15,Henry Park Primary,P5-4,Hannah Ng,Present
2024-03-15,Henry Park Primary,P5-4,Farah Binte Ali,Absent
2024-03-15,Henry Park Primary,P5-4,Evelyn Ong,Absent
2024-03-15,Henry Park Primary,P5-4,Javier Low,Present
2024-03-15,Henry Park Primary,P5-4,Nur Aisyah,Present
2024-03-15,Henry Park Primary,P5-4,Benjamin Lee,Present
2024-03-16,Tampines Primary,P2-2,Nur Aisyah,Present
2024-03-16,Tampines Primary,P2-2,Kiran Raj,Absent
2024-03-16,Tampines Primary,P2-2,Farah Binte Ali,Present
2024-03-16,Tampines Primary,P2-2,Goh Wei Jie,Present
2024-03-16,Tampines Primary,P2-2,Ong Kai Wen,Present
2024-03-16,Tampines Primary,P2-2,Evelyn Ong,Present
2024-03-16,Tampines Primary,P2-2,Priscilla Koh,Present
2024-03-16,Tampines Primary,P2-2,Samuel Goh,Present
2024-03-16,Tampines Primary,P1-4,Aidan Tan,Present
2024-03-16,Tampines Primary,P1-4,Dinesh Kumar,Present
2024-03-16,Tampines Primary,P1-4,Hannah Ng,Present
2024-03-16,Tampines Primary,P1-4,Tan Wei Ling,Absent
2024-03-16,Tampines Primary,P1-4,Mohammed Irfan,Present
2024-03-16,Tampines Primary,P1-4,Lakshmi Devi,Absent
2024-03-16,Tampines Primary,P1-4,Kiran Raj,Present
2024-03-16,Tampines Primary,P1-4,Quek Jun Hao,Absent
2024-03-16,CHIJ St Nicholas,P4-3,Aidan Tan,Absent
2024-03-16,CHIJ St Nicholas,P4-3,Mohammed Irfan,Absent
2024-03-16,CHIJ St Nicholas,P4-3,Ong Kai Wen,Present
2024-03-16,CHIJ St Nicholas,P4-3,Nur Aisyah,Present
2024-03-16,CHIJ St Nicholas,P4-3,Farah Binte Ali,Present
2024-03-16,CHIJ St Nicholas,P4-3,Priscilla Koh,Present
2024-03-16,CHIJ St Nicholas,P4-3,Isabelle Chua,Absent
2024-03-16,CHIJ St Nicholas,P4-3,Lakshmi Devi,Present
2024-03-16,CHIJ St Nicholas,P5-1,Quek Jun Hao,Present
2024-03-16,CHIJ St Nicholas,P5-1,Farah Binte Ali,Present
2024-03-16,CHIJ St Nicholas,P5-1,Hannah Ng,Present
2024-03-16,CHIJ St Nicholas,P5-1,Evelyn Ong,Present
2024-03-16,CHIJ St Nicholas,P5-1,Nur Aisyah,Present
2024-03-16,CHIJ St Nicholas,P5-1,Ong Kai Wen,Present
2024-03-16,CHIJ St Nicholas,P5-1,Benjamin Lee,Present
2024-03-16,CHIJ St Nicholas,P5-1,Kiran Raj,Present
2024-03-16,Ai Tong School,P1-4,Priscilla Koh,Present
2024-03-16,Ai Tong School,P1-4,Mohammed Irfan,Present
2024-03-16,Ai Tong School,P1-4,Hannah Ng,Present
2024-03-16,Ai Tong School,P1-4,Tan Wei Ling,Present
2024-03-16,Ai Tong School,P1-4,Benjamin Lee,Present
2024-03-16,Ai Tong School,P1-4,Samuel Goh,Present
2024-03-16,Ai Tong School,P1-4,Ong Kai Wen,Present
2024-03-16,Ai Tong School,P1-4,Quek Jun Hao,Present
2024-03-16,Ai Tong School,P3-3,Isabelle Chua,Present
2024-03-16,Ai Tong School,P3-3,Dinesh Kumar,Present
